match_id,season,city,date,team1,team2,toss_winner,toss_decision,result,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2
387,2014,Mumbai,2014-03-27,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,0,1,Player_129,"Feroz Shah Kotla, Delhi",Umpire_20,Umpire_13
388,2014,Chandigarh,2014-05-17,Punjab Kings,Delhi Capitals,Punjab Kings,bat,normal,Delhi Capitals,80,0,Player_182,"Narendra Modi Stadium, Ahmedabad",Umpire_2,Umpire_11
389,2014,Hyderabad,2014-05-12,Rajasthan Royals,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,7,Player_7,"Wankhede Stadium, Mumbai",Umpire_26,Umpire_1
390,2014,Bangalore,2014-03-23,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,field,normal,Royal Challengers Bangalore,0,6,Player_80,"Ekana Cricket Stadium, Lucknow",Umpire_19,Umpire_1
391,2014,Chennai,2014-04-02,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,bat,normal,Sunrisers Hyderabad,0,9,Player_21,"M. Chinnaswamy Stadium, Bangalore",Umpire_12,Umpire_7
392,2014,Mumbai,2014-05-26,Punjab Kings,Gujarat Titans,Punjab Kings,field,normal,Punjab Kings,14,0,Player_103,"Ekana Cricket Stadium, Lucknow",Umpire_15,Umpire_19
393,2014,Delhi,2014-03-26,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,normal,Lucknow Super Giants,0,3,Player_106,"Ekana Cricket Stadium, Lucknow",Umpire_11,Umpire_17
394,2014,Chandigarh,2014-04-29,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,0,6,Player_79,"M. Chinnaswamy Stadium, Bangalore",Umpire_18,Umpire_18
395,2014,Lucknow,2014-03-25,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,normal,Lucknow Super Giants,20,0,Player_196,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_14,Umpire_1
396,2014,Chennai,2014-03-03,Royal Challengers Bangalore,Gujarat Titans,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,67,0,Player_185,"Narendra Modi Stadium, Ahmedabad",Umpire_26,Umpire_2
397,2014,Chennai,2014-04-13,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,31,0,Player_110,"Feroz Shah Kotla, Delhi",Umpire_26,Umpire_10
398,2014,Ahmedabad,2014-04-24,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,bat,normal,Kolkata Knight Riders,26,0,Player_53,"Sawai Mansingh Stadium, Jaipur",Umpire_11,Umpire_28
399,2014,Delhi,2014-05-18,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,normal,Delhi Capitals,0,6,Player_125,"PCA Stadium, Chandigarh",Umpire_2,Umpire_25
400,2014,Kolkata,2014-04-10,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,27,0,Player_157,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_28,Umpire_9
401,2014,Mumbai,2014-05-23,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,bat,normal,Punjab Kings,79,0,Player_97,"M.A. Chidambaram Stadium, Chennai",Umpire_18,Umpire_21
402,2014,Ahmedabad,2014-04-17,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,Royal Challengers Bangalore,27,0,Player_190,"Ekana Cricket Stadium, Lucknow",Umpire_6,Umpire_14
403,2014,Ahmedabad,2014-04-21,Delhi Capitals,Mumbai Indians,Delhi Capitals,field,normal,Delhi Capitals,85,0,Player_183,"Narendra Modi Stadium, Ahmedabad",Umpire_15,Umpire_20
404,2014,Jaipur,2014-05-16,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,no result,,0,0,Player_192,"Wankhede Stadium, Mumbai",Umpire_19,Umpire_3
405,2014,Chennai,2014-03-09,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,no result,,0,0,Player_130,"Feroz Shah Kotla, Delhi",Umpire_13,Umpire_16
406,2014,Kolkata,2014-04-24,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Sunrisers Hyderabad,0,1,Player_66,"Sawai Mansingh Stadium, Jaipur",Umpire_19,Umpire_8
407,2014,Delhi,2014-05-10,Kolkata Knight Riders,Punjab Kings,Punjab Kings,field,normal,Punjab Kings,0,1,Player_123,"Sawai Mansingh Stadium, Jaipur",Umpire_23,Umpire_12
408,2014,Delhi,2014-05-05,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,9,0,Player_99,"Wankhede Stadium, Mumbai",Umpire_2,Umpire_24
409,2014,Hyderabad,2014-03-21,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,bat,normal,Lucknow Super Giants,0,2,Player_58,"Feroz Shah Kotla, Delhi",Umpire_20,Umpire_13
410,2014,Mumbai,2014-05-05,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,field,normal,Punjab Kings,0,1,Player_13,"Eden Gardens, Kolkata",Umpire_12,Umpire_16
411,2014,Delhi,2014-04-01,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,84,0,Player_178,"M. Chinnaswamy Stadium, Bangalore",Umpire_28,Umpire_16
412,2014,Chandigarh,2014-04-23,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,Punjab Kings,9,0,Player_128,"M.A. Chidambaram Stadium, Chennai",Umpire_13,Umpire_28
413,2014,Lucknow,2014-04-29,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Rajasthan Royals,0,3,Player_151,"Feroz Shah Kotla, Delhi",Umpire_14,Umpire_15
414,2014,Chennai,2014-05-14,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,field,normal,Chennai Super Kings,56,0,Player_33,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_8,Umpire_18
415,2014,Lucknow,2014-03-11,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,Chennai Super Kings,74,0,Player_91,"Ekana Cricket Stadium, Lucknow",Umpire_29,Umpire_29
416,2014,Chandigarh,2014-05-20,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,normal,Rajasthan Royals,0,6,Player_153,"M.A. Chidambaram Stadium, Chennai",Umpire_9,Umpire_28
417,2014,Lucknow,2014-04-07,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,Player_46,"Ekana Cricket Stadium, Lucknow",Umpire_24,Umpire_27
418,2014,Lucknow,2014-03-28,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,0,5,Player_64,"PCA Stadium, Chandigarh",Umpire_20,Umpire_22
419,2014,Kolkata,2014-05-11,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,normal,Mumbai Indians,87,0,Player_101,"Feroz Shah Kotla, Delhi",Umpire_15,Umpire_29
420,2014,Chandigarh,2014-03-11,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,field,normal,Royal Challengers Bangalore,0,2,Player_18,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_18,Umpire_14
421,2014,Lucknow,2014-05-15,Chennai Super Kings,Punjab Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,0,5,Player_48,"Sawai Mansingh Stadium, Jaipur",Umpire_21,Umpire_28
422,2014,Mumbai,2014-05-17,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,Royal Challengers Bangalore,18,0,Player_81,"M.A. Chidambaram Stadium, Chennai",Umpire_6,Umpire_22
423,2014,Jaipur,2014-05-24,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,1,Player_6,"M.A. Chidambaram Stadium, Chennai",Umpire_24,Umpire_5
424,2014,Jaipur,2014-04-03,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Kolkata Knight Riders,11,0,Player_116,"Ekana Cricket Stadium, Lucknow",Umpire_28,Umpire_27
425,2014,Lucknow,2014-03-05,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,bat,normal,Punjab Kings,63,0,Player_7,"PCA Stadium, Chandigarh",Umpire_28,Umpire_7
426,2014,Kolkata,2014-05-08,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,4,Player_67,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_7,Umpire_23
427,2014,Kolkata,2014-05-23,Delhi Capitals,Rajasthan Royals,Delhi Capitals,bat,normal,Rajasthan Royals,25,0,Player_79,"PCA Stadium, Chandigarh",Umpire_10,Umpire_4
428,2014,Chennai,2014-05-16,Punjab Kings,Mumbai Indians,Mumbai Indians,bat,normal,Mumbai Indians,0,9,Player_2,"Sawai Mansingh Stadium, Jaipur",Umpire_6,Umpire_11
429,2014,Chandigarh,2014-03-19,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,0,6,Player_155,"Wankhede Stadium, Mumbai",Umpire_11,Umpire_20
430,2014,Delhi,2014-04-20,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,no result,,0,0,Player_25,"Eden Gardens, Kolkata",Umpire_28,Umpire_23
431,2014,Mumbai,2014-03-15,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,2,Player_110,"M. Chinnaswamy Stadium, Bangalore",Umpire_22,Umpire_16
432,2014,Bangalore,2014-03-15,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,Punjab Kings,65,0,Player_46,"PCA Stadium, Chandigarh",Umpire_10,Umpire_9
433,2014,Hyderabad,2014-03-24,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Sunrisers Hyderabad,90,0,Player_118,"M. Chinnaswamy Stadium, Bangalore",Umpire_29,Umpire_12
434,2014,Hyderabad,2014-05-23,Mumbai Indians,Chennai Super Kings,Mumbai Indians,field,normal,Chennai Super Kings,12,0,Player_106,"Ekana Cricket Stadium, Lucknow",Umpire_8,Umpire_9
435,2014,Chandigarh,2014-05-01,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,15,0,Player_20,"Ekana Cricket Stadium, Lucknow",Umpire_12,Umpire_5
436,2014,Jaipur,2014-03-13,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,field,no result,,0,0,Player_156,"Narendra Modi Stadium, Ahmedabad",Umpire_19,Umpire_3
437,2015,Mumbai,2015-04-12,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Kolkata Knight Riders,33,0,Player_112,"PCA Stadium, Chandigarh",Umpire_23,Umpire_28
438,2015,Bangalore,2015-04-12,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,9,Player_188,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_15
439,2015,Ahmedabad,2015-04-05,Rajasthan Royals,Lucknow Super Giants,Lucknow Super Giants,field,normal,Rajasthan Royals,0,6,Player_144,"PCA Stadium, Chandigarh",Umpire_25,Umpire_26
440,2015,Jaipur,2015-05-20,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,0,6,Player_179,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_5,Umpire_18
441,2015,Jaipur,2015-03-29,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Gujarat Titans,7,0,Player_131,"Sawai Mansingh Stadium, Jaipur",Umpire_20,Umpire_2
442,2015,Hyderabad,2015-04-11,Rajasthan Royals,Gujarat Titans,Gujarat Titans,bat,normal,Rajasthan Royals,63,0,Player_102,"Sawai Mansingh Stadium, Jaipur",Umpire_27,Umpire_9
443,2015,Chandigarh,2015-04-20,Lucknow Super Giants,Punjab Kings,Punjab Kings,bat,normal,Lucknow Super Giants,16,0,Player_176,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_17
444,2015,Hyderabad,2015-03-07,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Chennai Super Kings,0,1,Player_122,"PCA Stadium, Chandigarh",Umpire_11,Umpire_9
445,2015,Chennai,2015-05-15,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,71,0,Player_57,"M.A. Chidambaram Stadium, Chennai",Umpire_7,Umpire_4
446,2015,Jaipur,2015-03-26,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,0,8,Player_71,"Narendra Modi Stadium, Ahmedabad",Umpire_7,Umpire_19
447,2015,Mumbai,2015-05-06,Lucknow Super Giants,Gujarat Titans,Lucknow Super Giants,bat,normal,Gujarat Titans,97,0,Player_18,"Ekana Cricket Stadium, Lucknow",Umpire_28,Umpire_11
448,2015,Delhi,2015-04-21,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,0,4,Player_145,"Sawai Mansingh Stadium, Jaipur",Umpire_29,Umpire_25
449,2015,Mumbai,2015-04-24,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Gujarat Titans,84,0,Player_81,"Feroz Shah Kotla, Delhi",Umpire_14,Umpire_16
450,2015,Mumbai,2015-03-26,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,normal,Chennai Super Kings,0,1,Player_77,"Narendra Modi Stadium, Ahmedabad",Umpire_14,Umpire_24
451,2015,Delhi,2015-03-23,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,49,0,Player_84,"Narendra Modi Stadium, Ahmedabad",Umpire_25,Umpire_2
452,2015,Ahmedabad,2015-03-15,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,normal,Sunrisers Hyderabad,88,0,Player_90,"PCA Stadium, Chandigarh",Umpire_19,Umpire_24
453,2015,Hyderabad,2015-05-04,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,39,0,Player_52,"Wankhede Stadium, Mumbai",Umpire_13,Umpire_18
454,2015,Bangalore,2015-04-06,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,Royal Challengers Bangalore,63,0,Player_47,"Narendra Modi Stadium, Ahmedabad",Umpire_18,Umpire_18
455,2015,Chennai,2015-03-19,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,bat,normal,Royal Challengers Bangalore,65,0,Player_130,"Feroz Shah Kotla, Delhi",Umpire_20,Umpire_29
456,2015,Hyderabad,2015-03-16,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,0,8,Player_24,"PCA Stadium, Chandigarh",Umpire_22,Umpire_26
457,2015,Bangalore,2015-04-27,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,3,Player_142,"Ekana Cricket Stadium, Lucknow",Umpire_10,Umpire_26
458,2015,Mumbai,2015-03-09,Lucknow Super Giants,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,Lucknow Super Giants,0,2,Player_84,"Feroz Shah Kotla, Delhi",Umpire_19,Umpire_4
459,2015,Delhi,2015-03-19,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,field,normal,Royal Challengers Bangalore,0,7,Player_37,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_19,Umpire_22
460,2015,Chandigarh,2015-03-04,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,field,normal,Royal Challengers Bangalore,0,8,Player_77,"Narendra Modi Stadium, Ahmedabad",Umpire_13,Umpire_18
461,2015,Delhi,2015-03-28,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,field,no result,,0,0,Player_111,"Eden Gardens, Kolkata",Umpire_25,Umpire_5
462,2015,Kolkata,2015-04-05,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,1,Player_31,"M.A. Chidambaram Stadium, Chennai",Umpire_9,Umpire_29
463,2015,Jaipur,2015-04-05,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,normal,Royal Challengers Bangalore,0,8,Player_29,"M.A. Chidambaram Stadium, Chennai",Umpire_10,Umpire_10
464,2015,Chennai,2015-05-29,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,normal,Gujarat Titans,33,0,Player_10,"Sawai Mansingh Stadium, Jaipur",Umpire_20,Umpire_1
465,2015,Mumbai,2015-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,Chennai Super Kings,0,3,Player_10,"PCA Stadium, Chandigarh",Umpire_21,Umpire_13
466,2015,Ahmedabad,2015-04-23,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,normal,Lucknow Super Giants,3,0,Player_34,"Ekana Cricket Stadium, Lucknow",Umpire_22,Umpire_6
467,2015,Chennai,2015-05-15,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,field,normal,Royal Challengers Bangalore,0,5,Player_166,"Feroz Shah Kotla, Delhi",Umpire_11,Umpire_20
468,2015,Bangalore,2015-04-15,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,bat,normal,Royal Challengers Bangalore,0,6,Player_112,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_17,Umpire_19
469,2015,Kolkata,2015-05-26,Punjab Kings,Gujarat Titans,Gujarat Titans,field,normal,Punjab Kings,0,9,Player_170,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_23
470,2015,Chennai,2015-04-22,Punjab Kings,Rajasthan Royals,Punjab Kings,field,normal,Punjab Kings,41,0,Player_168,"Ekana Cricket Stadium, Lucknow",Umpire_28,Umpire_5
471,2015,Chennai,2015-05-29,Delhi Capitals,Punjab Kings,Delhi Capitals,field,normal,Delhi Capitals,35,0,Player_169,"Eden Gardens, Kolkata",Umpire_29,Umpire_18
472,2015,Kolkata,2015-05-22,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,bat,normal,Punjab Kings,0,3,Player_145,"Eden Gardens, Kolkata",Umpire_9,Umpire_21
473,2015,Delhi,2015-05-13,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,91,0,Player_125,"Narendra Modi Stadium, Ahmedabad",Umpire_4,Umpire_12
474,2015,Lucknow,2015-03-01,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,normal,Mumbai Indians,0,6,Player_142,"M. Chinnaswamy Stadium, Bangalore",Umpire_15,Umpire_1
475,2015,Delhi,2015-03-11,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,field,normal,Kolkata Knight Riders,0,4,Player_49,"Eden Gardens, Kolkata",Umpire_22,Umpire_1
476,2015,Ahmedabad,2015-04-12,Kolkata Knight Riders,Gujarat Titans,Kolkata Knight Riders,bat,normal,Gujarat Titans,0,8,Player_75,"Narendra Modi Stadium, Ahmedabad",Umpire_20,Umpire_22
477,2015,Chandigarh,2015-04-16,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,field,normal,Lucknow Super Giants,0,9,Player_116,"Wankhede Stadium, Mumbai",Umpire_22,Umpire_3
478,2015,Mumbai,2015-03-07,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,field,normal,Delhi Capitals,75,0,Player_83,"Narendra Modi Stadium, Ahmedabad",Umpire_24,Umpire_29
479,2015,Ahmedabad,2015-03-28,Chennai Super Kings,Gujarat Titans,Gujarat Titans,bat,normal,Gujarat Titans,85,0,Player_155,"Eden Gardens, Kolkata",Umpire_20,Umpire_17
480,2015,Mumbai,2015-05-09,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,bat,no result,,0,0,Player_10,"M. Chinnaswamy Stadium, Bangalore",Umpire_20,Umpire_9
481,2015,Bangalore,2015-03-14,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,Royal Challengers Bangalore,0,3,Player_1,"Wankhede Stadium, Mumbai",Umpire_25,Umpire_27
482,2015,Lucknow,2015-04-25,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,0,1,Player_144,"Ekana Cricket Stadium, Lucknow",Umpire_15,Umpire_12
483,2015,Delhi,2015-04-29,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,normal,Kolkata Knight Riders,63,0,Player_65,"M. Chinnaswamy Stadium, Bangalore",Umpire_1,Umpire_17
484,2015,Lucknow,2015-03-27,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,normal,Royal Challengers Bangalore,15,0,Player_188,"Narendra Modi Stadium, Ahmedabad",Umpire_20,Umpire_28
485,2015,Hyderabad,2015-04-22,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,bat,normal,Punjab Kings,0,5,Player_20,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_26,Umpire_9
486,2015,Hyderabad,2015-04-29,Punjab Kings,Mumbai Indians,Punjab Kings,field,normal,Mumbai Indians,9,0,Player_92,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_13,Umpire_29
487,2015,Chennai,2015-04-08,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Sunrisers Hyderabad,71,0,Player_70,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_23,Umpire_22
488,2015,Kolkata,2015-05-24,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,Rajasthan Royals,0,9,Player_96,"Sawai Mansingh Stadium, Jaipur",Umpire_13,Umpire_21
489,2015,Ahmedabad,2015-03-20,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,normal,Punjab Kings,0,4,Player_98,"Sawai Mansingh Stadium, Jaipur",Umpire_26,Umpire_18
490,2015,Delhi,2015-05-26,Punjab Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,19,0,Player_24,"Ekana Cricket Stadium, Lucknow",Umpire_13,Umpire_28
491,2015,Ahmedabad,2015-03-17,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,field,normal,Rajasthan Royals,2,0,Player_198,"Ekana Cricket Stadium, Lucknow",Umpire_8,Umpire_3
492,2015,Lucknow,2015-05-10,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,field,normal,Lucknow Super Giants,47,0,Player_102,"Wankhede Stadium, Mumbai",Umpire_9,Umpire_19
493,2015,Ahmedabad,2015-05-11,Mumbai Indians,Lucknow Super Giants,Lucknow Super Giants,bat,normal,Mumbai Indians,38,0,Player_69,"Narendra Modi Stadium, Ahmedabad",Umpire_17,Umpire_20
494,2015,Chandigarh,2015-04-11,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,normal,Chennai Super Kings,46,0,Player_161,"Rajiv Gandhi Intl Stadium, Hyderabad",Umpire_28,Umpire_10
495,2015,Delhi,2015-04-27,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,normal,Kolkata Knight Riders,24,0,Player_167,"Ekana Cricket Stadium, Lucknow",Umpire_1,Umpire_24
496,2015,Ahmedabad,2015-05-11,Punjab Kings,Lucknow Super Giants,Punjab Kings,bat,normal,Punjab Kings,13,0,Player_70,"Wankhede Stadium, Mumbai",Umpire_22,Umpire_6
497,2015,Lucknow,2015-04-18,Mumbai Indians,Gujarat Titans,Mumbai Indians,field,normal,Mumbai Indians,0,7,Player_81,"Feroz Shah Kotla, Delhi",Umpire_28,Umpire_13
498,2015,Chandigarh,2015-03-15,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,Kolkata Knight Riders,49,0,Player_56,"Wankhede Stadium, Mumbai",Umpire_12,Umpire_5
499,2015,Ahmedabad,2015-03-28,Delhi Capitals,Royal Challengers Bangalore,Delhi Capitals,bat,normal,Royal Challengers Bangalore,0,2,Player_110,"M. Chinnaswamy Stadium, Bangalore",Umpire_29,Umpire_17
500,2015,Bangalore,2015-04-24,Rajasthan Royals,Gujarat Titans,Rajasthan Royals,field,normal,Gujarat Titans,0,7,Player_125,"Sawai Mansingh Stadium, Jaipur",Umpire_16,Umpire_2
501,2015,Kolkata,2015-03-29,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,normal,Royal Challengers Bangalore,0,9,Player_46,"Feroz Shah Kotla, Delhi",Umpire_10,Umpire_16
502,2015,Jaipur,2015-04-21,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,field,normal,Delhi Capitals,0,9,Player_43,"Eden Gardens, Kolkata",Umpire_27,Umpire_5
503,2015,Mumbai,2015-05-05,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,normal,Sunrisers Hyderabad,28,0,Player_66,"Wankhede Stadium, Mumbai",Umpire_8,Umpire_6
504,2015,Chandigarh,2015-05-20,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,normal,Rajasthan Royals,0,7,Player_141,"Eden Gardens, Kolkata",Umpire_7,Umpire_9
505,2015,Hyderabad,2015-05-29,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,Mumbai Indians,33,0,Player_176,"Feroz Shah Kotla, Delhi",Umpire_11,Umpire_16
506,2016,Bangalore,2016-05-26,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,field,normal,Delhi Capitals,59,0,Player_183,"Narendra Modi Stadium, Ahmedabad",Umpire_17,Umpire_7
507,2016,Delhi,2016-04-28,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,normal,Chennai Super Kings,0,8,Player_181,"M. Chinnaswamy Stadium, Bangalore",Umpire_19,Umpire_21
